place,osm_type,Latitude,Longitude,
hamlet,nodes,22.0869881,-78.3970104,12/16/2016
hamlet,nodes,22.073534,-78.4109121,12/16/2016
hamlet,nodes,22.0736758,-78.4242949,12/16/2016
hamlet,nodes,22.0725281,-78.3773038,12/16/2016
hamlet,nodes,22.1023715,-78.3485212,12/16/2016
hamlet,nodes,22.1259567,-78.6363455,12/16/2016
hamlet,nodes,22.1683304,-78.6321643,12/16/2016
hamlet,nodes,22.2135786,-78.5707627,12/16/2016
hamlet,nodes,22.2405997,-78.5976165,12/16/2016
hamlet,nodes,22.2457575,-78.4796051,12/16/2016
hamlet,nodes,22.254236,-78.4575035,12/16/2016
hamlet,nodes,21.8227249,-78.3625917,12/16/2016
hamlet,nodes,21.8420042,-78.4288446,12/16/2016
hamlet,nodes,21.9352355,-78.3872822,12/16/2016
hamlet,nodes,21.9282508,-78.3861606,12/16/2016
hamlet,nodes,21.9178719,-78.3815221,12/16/2016
hamlet,nodes,21.9209245,-78.3969504,12/16/2016
hamlet,nodes,21.8941398,-78.4280485,12/16/2016
hamlet,nodes,21.8950502,-78.42061,12/16/2016
hamlet,nodes,21.8883414,-78.4264091,12/16/2016
hamlet,nodes,21.88712,-78.3987108,12/16/2016
hamlet,nodes,21.8884432,-78.3840739,12/16/2016
hamlet,nodes,21.8785398,-78.3883702,12/16/2016
hamlet,nodes,21.8967566,-78.359658,12/16/2016
hamlet,nodes,21.3716866,-77.3521509,12/16/2016
hamlet,nodes,21.343859,-77.3824201,12/16/2016
hamlet,nodes,21.3557542,-77.3605026,12/16/2016
hamlet,nodes,21.4913228,-77.334,12/16/2016
hamlet,nodes,21.459537,-77.4323676,12/16/2016
hamlet,nodes,21.3884015,-78.3864032,12/16/2016
hamlet,nodes,21.4192038,-77.927978,12/16/2016
hamlet,nodes,21.388438,-77.4019405,12/16/2016
hamlet,nodes,21.398159,-77.383724,12/16/2016
hamlet,nodes,21.5422097,-77.2362131,12/16/2016
hamlet,nodes,21.2396384,-77.7482464,12/16/2016
hamlet,nodes,21.2683043,-77.7519686,12/16/2016
hamlet,nodes,21.3560731,-77.8176834,12/16/2016
hamlet,nodes,21.3242287,-77.7431309,12/16/2016
hamlet,nodes,21.3484229,-77.810905,12/16/2016
hamlet,nodes,21.4702287,-77.5153555,12/16/2016
hamlet,nodes,21.3988291,-77.0954951,12/16/2016
hamlet,nodes,21.4282741,-77.1382802,12/16/2016
hamlet,nodes,21.4852839,-77.6411708,12/16/2016
hamlet,nodes,21.4041776,-77.6740456,12/16/2016
hamlet,nodes,21.4202588,-77.6856113,12/16/2016
hamlet,nodes,21.4185596,-77.3094231,12/16/2016
hamlet,nodes,21.3985682,-77.3693118,12/16/2016
hamlet,nodes,21.387279,-77.2946006,12/16/2016
hamlet,nodes,21.3848916,-77.8640449,12/16/2016
hamlet,nodes,21.3793891,-77.6633673,12/16/2016
hamlet,nodes,21.3966716,-77.2345065,12/16/2016
hamlet,nodes,21.4162667,-77.2165899,12/16/2016
hamlet,nodes,21.414511,-77.1738317,12/16/2016
hamlet,nodes,21.4675332,-77.7069617,12/16/2016
hamlet,nodes,21.4872237,-77.6636962,12/16/2016
hamlet,nodes,21.4413314,-77.6489187,12/16/2016
hamlet,nodes,21.9492522,-79.1188347,12/16/2016
hamlet,nodes,21.9685049,-79.1056135,12/16/2016
hamlet,nodes,21.9969577,-79.1281033,12/16/2016
hamlet,nodes,21.950276,-79.1473315,12/16/2016
hamlet,nodes,21.9737981,-79.1470911,12/16/2016
hamlet,nodes,22.1221022,-78.8844987,12/16/2016
hamlet,nodes,22.1205559,-78.8891579,12/16/2016
hamlet,nodes,22.1783623,-78.897012,12/16/2016
hamlet,nodes,22.2068085,-78.8407715,12/16/2016
hamlet,nodes,22.1761009,-78.8398597,12/16/2016
hamlet,nodes,22.1699311,-78.8207633,12/16/2016
hamlet,nodes,22.1547616,-78.8379462,12/16/2016
hamlet,nodes,22.2683222,-78.8345111,12/16/2016
hamlet,nodes,22.2525009,-78.8550702,12/16/2016
hamlet,nodes,21.9995347,-79.0016475,12/16/2016
hamlet,nodes,22.0237805,-78.9966582,12/16/2016
hamlet,nodes,22.0407014,-78.9985049,12/16/2016
hamlet,nodes,22.0562786,-78.8934667,12/16/2016
hamlet,nodes,22.0730522,-78.9085278,12/16/2016
hamlet,nodes,22.0811031,-78.9486729,12/16/2016
hamlet,nodes,22.0770589,-78.9744912,12/16/2016
hamlet,nodes,22.0709935,-78.9953968,12/16/2016
hamlet,nodes,21.9853923,-79.40034,12/16/2016
hamlet,nodes,21.9680451,-78.4567246,12/16/2016
hamlet,nodes,21.9306691,-78.5799753,12/16/2016
hamlet,nodes,21.8084685,-79.3416915,12/16/2016
hamlet,nodes,21.775503,-79.0763935,12/16/2016
hamlet,nodes,21.7837093,-79.4894141,12/16/2016
hamlet,nodes,21.7937879,-79.3350893,12/16/2016
hamlet,nodes,21.5216863,-77.3317505,12/16/2016
hamlet,nodes,22.1330937,-78.8283462,12/16/2016
hamlet,nodes,21.9216322,-79.4933614,12/16/2016
hamlet,nodes,21.8506767,-79.545121,12/16/2016
hamlet,nodes,21.8156472,-79.5730957,12/16/2016
hamlet,nodes,21.8035108,-79.5856819,12/16/2016
hamlet,nodes,21.7970575,-79.6175729,12/16/2016
hamlet,nodes,21.807393,-79.6929572,12/16/2016
hamlet,nodes,21.7895623,-79.8223518,12/16/2016
hamlet,nodes,21.8505756,-79.3064323,12/16/2016
hamlet,nodes,21.9527112,-79.3573061,12/16/2016
hamlet,nodes,21.9318701,-79.3472799,12/16/2016
hamlet,nodes,21.9943069,-79.3752337,12/16/2016
hamlet,nodes,21.9962965,-79.3820465,12/16/2016
hamlet,nodes,21.9830155,-78.5868681,12/16/2016
hamlet,nodes,21.9546685,-78.6070061,12/16/2016
hamlet,nodes,21.9599418,-78.5221125,12/16/2016
hamlet,nodes,21.944876,-78.5274532,12/16/2016
hamlet,nodes,21.9216694,-78.5355719,12/16/2016
hamlet,nodes,21.9183038,-78.5286502,12/16/2016
hamlet,nodes,21.9133372,-78.6642216,12/16/2016
hamlet,nodes,21.9808872,-78.6321948,12/16/2016
hamlet,nodes,22.0045044,-78.3879071,12/16/2016
hamlet,nodes,21.9130863,-78.3598819,12/16/2016
hamlet,nodes,22.0143583,-78.593776,12/16/2016
hamlet,nodes,21.7053486,-77.9576342,12/16/2016
hamlet,nodes,21.8010253,-77.9535746,12/16/2016
hamlet,nodes,21.7893532,-77.9510851,12/16/2016
hamlet,nodes,22.0303644,-78.0280649,12/16/2016
hamlet,nodes,21.0944173,-76.4080813,12/16/2016
hamlet,nodes,21.1018791,-76.3963223,12/16/2016
hamlet,nodes,21.0816329,-76.3983159,12/16/2016
hamlet,nodes,21.0721302,-76.3907244,12/16/2016
hamlet,nodes,21.1284579,-76.4109525,12/16/2016
hamlet,nodes,21.1412785,-76.4091634,12/16/2016
hamlet,nodes,21.1375137,-76.3902454,12/16/2016
hamlet,nodes,21.1158698,-77.0828515,12/16/2016
hamlet,nodes,21.1086504,-77.0537228,12/16/2016
hamlet,nodes,21.1036602,-77.0284382,12/16/2016
hamlet,nodes,21.0474152,-77.0854627,12/16/2016
hamlet,nodes,21.0300585,-77.0930366,12/16/2016
hamlet,nodes,21.4093949,-77.7746834,12/16/2016
hamlet,nodes,21.4186869,-77.7758772,12/16/2016
hamlet,nodes,21.3978007,-77.7795618,12/16/2016
hamlet,nodes,21.6769846,-77.814405,12/16/2016
hamlet,nodes,21.7661767,-77.7688669,12/16/2016
hamlet,nodes,21.7746889,-77.8141122,12/16/2016
hamlet,nodes,21.2764499,-76.7050107,12/16/2016
hamlet,nodes,21.239229,-76.7914674,12/16/2016
hamlet,nodes,21.574633,-78.2099176,12/16/2016
hamlet,nodes,21.6607693,-78.2143444,12/16/2016
hamlet,nodes,21.911797,-78.2332138,12/16/2016
hamlet,nodes,21.7544868,-78.2746784,12/16/2016
hamlet,nodes,21.7634547,-78.2705205,12/16/2016
hamlet,nodes,21.8771119,-78.304682,12/16/2016
hamlet,nodes,21.7349506,-78.2510248,12/16/2016
hamlet,nodes,21.6991996,-78.3034952,12/16/2016
hamlet,nodes,21.6579395,-78.3143869,12/16/2016
hamlet,nodes,21.6501863,-78.2687808,12/16/2016
hamlet,nodes,21.6707417,-78.3123981,12/16/2016
hamlet,nodes,21.7775621,-78.2293762,12/16/2016
hamlet,nodes,21.4871163,-77.8511963,12/16/2016
hamlet,nodes,21.4313885,-77.8206514,12/16/2016
hamlet,nodes,21.6091895,-77.8432217,12/16/2016
hamlet,nodes,21.5938536,-77.8183087,12/16/2016
hamlet,nodes,21.7278897,-77.8562447,12/16/2016
hamlet,nodes,21.6719896,-77.9316111,12/16/2016
hamlet,nodes,21.9117631,-77.928226,12/16/2016
hamlet,nodes,21.2335323,-77.7010095,12/16/2016
hamlet,nodes,21.3056031,-77.6824245,12/16/2016
hamlet,nodes,21.2650264,-77.6886048,12/16/2016
hamlet,nodes,21.2740086,-77.7388609,12/16/2016
hamlet,nodes,21.2923488,-78.4869667,12/16/2016
hamlet,nodes,21.3601139,-77.9600573,12/16/2016
hamlet,nodes,21.3723036,-77.4244909,12/16/2016
hamlet,nodes,21.6414172,-77.8862395,12/16/2016
hamlet,nodes,21.3600549,-77.6658092,12/16/2016
hamlet,nodes,21.305552,-77.0534759,12/16/2016
hamlet,nodes,21.0424004,-77.7999487,12/16/2016
hamlet,nodes,21.0140411,-77.7419897,12/16/2016
hamlet,nodes,21.1402143,-77.6939906,12/16/2016
hamlet,nodes,21.1744573,-77.7113031,12/16/2016
hamlet,nodes,21.1990626,-77.6533713,12/16/2016
hamlet,nodes,21.0170998,-77.609147,12/16/2016
hamlet,nodes,21.0392014,-77.6084818,12/16/2016
hamlet,nodes,21.0896822,-77.5905509,12/16/2016
hamlet,nodes,21.074958,-77.583094,12/16/2016
hamlet,nodes,21.1154561,-77.5706238,12/16/2016
hamlet,nodes,21.1015106,-77.5927137,12/16/2016
hamlet,nodes,21.1540177,-77.5820037,12/16/2016
hamlet,nodes,21.1789556,-77.6101126,12/16/2016
hamlet,nodes,21.2130117,-77.5745125,12/16/2016
hamlet,nodes,21.1941663,-77.5721282,12/16/2016
hamlet,nodes,21.2216782,-77.5982458,12/16/2016
hamlet,nodes,21.2438935,-77.6213731,12/16/2016
hamlet,nodes,21.2017233,-77.6300682,12/16/2016
hamlet,nodes,21.6841343,-79.640376,12/16/2016
hamlet,nodes,21.742567,-79.6686003,12/16/2016
hamlet,nodes,21.7132093,-79.6469005,12/16/2016
hamlet,nodes,21.714624,-79.6141929,12/16/2016
hamlet,nodes,21.7392507,-79.5626509,12/16/2016
hamlet,nodes,21.7341631,-79.5764214,12/16/2016
hamlet,nodes,21.6984536,-79.1952811,12/16/2016
hamlet,nodes,21.7121161,-79.3010574,12/16/2016
hamlet,nodes,21.6721798,-79.4560715,12/16/2016
hamlet,nodes,21.6828879,-79.4791347,12/16/2016
hamlet,nodes,21.6903621,-79.4305908,12/16/2016
hamlet,nodes,21.7680707,-79.413311,12/16/2016
hamlet,nodes,21.7680438,-79.3379646,12/16/2016
hamlet,nodes,21.7514836,-79.1586373,12/16/2016
hamlet,nodes,21.7585881,-79.5926327,12/16/2016
hamlet,nodes,21.7655906,-79.7304038,12/16/2016
hamlet,nodes,21.6637628,-79.4681763,12/16/2016
hamlet,nodes,21.7436356,-79.3550205,12/16/2016
hamlet,nodes,21.7087521,-79.4112396,12/16/2016
hamlet,nodes,21.6939042,-79.5259208,12/16/2016
hamlet,nodes,21.8433702,-79.092167,12/16/2016
hamlet,nodes,21.9175038,-79.0880106,12/16/2016
hamlet,nodes,21.6479107,-77.6687293,12/16/2016
hamlet,nodes,21.6431509,-77.6652919,12/16/2016
hamlet,nodes,21.5513709,-77.6330208,12/16/2016
hamlet,nodes,21.5448657,-77.6712798,12/16/2016
hamlet,nodes,21.5629494,-77.6911036,12/16/2016
hamlet,nodes,21.6115685,-77.6407289,12/16/2016
hamlet,nodes,21.9931545,-77.6351241,12/16/2016
hamlet,nodes,22.0952615,-78.8478932,12/16/2016
hamlet,nodes,22.0697553,-78.7247918,12/16/2016
hamlet,nodes,21.6284516,-77.5782202,12/16/2016
hamlet,nodes,21.6776873,-77.5778743,12/16/2016
hamlet,nodes,21.6316482,-77.5575137,12/16/2016
hamlet,nodes,21.224706,-76.7600152,12/16/2016
hamlet,nodes,21.2207916,-76.7354505,12/16/2016
hamlet,nodes,21.2303583,-76.7093929,12/16/2016
hamlet,nodes,21.2213388,-76.7155335,12/16/2016
hamlet,nodes,21.0672419,-76.3652544,12/16/2016
hamlet,nodes,21.0762926,-76.3243915,12/16/2016
hamlet,nodes,21.073281,-76.3385195,12/16/2016
hamlet,nodes,21.0465093,-76.2847937,12/16/2016
hamlet,nodes,21.0469071,-76.3335554,12/16/2016
hamlet,nodes,21.0283302,-76.3268007,12/16/2016
hamlet,nodes,21.0268154,-76.34095,12/16/2016
hamlet,nodes,21.4105931,-77.2919492,12/16/2016
hamlet,nodes,21.1831098,-76.4177088,12/16/2016
hamlet,nodes,21.1618252,-76.4056756,12/16/2016
hamlet,nodes,21.1576955,-76.3903816,12/16/2016
hamlet,nodes,21.2099983,-76.4101728,12/16/2016
hamlet,nodes,21.2255317,-76.4245784,12/16/2016
hamlet,nodes,21.4081994,-77.5208133,12/16/2016
hamlet,nodes,21.2540068,-77.4648732,12/16/2016
hamlet,nodes,21.302299,-77.509818,12/16/2016
hamlet,nodes,21.3004553,-77.0326889,12/16/2016
hamlet,nodes,21.2346083,-77.0143555,12/16/2016
hamlet,nodes,21.2236159,-77.0253559,12/16/2016
hamlet,nodes,21.2338894,-77.0230321,12/16/2016
hamlet,nodes,21.2213595,-77.0917199,12/16/2016
hamlet,nodes,21.1994444,-77.0740882,12/16/2016
hamlet,nodes,21.1929418,-77.0746332,12/16/2016
hamlet,nodes,21.2022575,-77.0555413,12/16/2016
hamlet,nodes,21.2037895,-77.0486601,12/16/2016
hamlet,nodes,21.2064651,-77.0376228,12/16/2016
hamlet,nodes,21.2097843,-77.0278802,12/16/2016
hamlet,nodes,21.1633424,-77.0083268,12/16/2016
hamlet,nodes,21.159376,-77.0072866,12/16/2016
hamlet,nodes,21.1487287,-77.0045885,12/16/2016
hamlet,nodes,21.1406637,-77.0104694,12/16/2016
hamlet,nodes,21.1369411,-77.0453703,12/16/2016
hamlet,nodes,21.1295007,-77.051577,12/16/2016
hamlet,nodes,21.180262,-77.0787398,12/16/2016
hamlet,nodes,21.1612638,-76.9971917,12/16/2016
hamlet,nodes,21.2866429,-76.9853292,12/16/2016
hamlet,nodes,21.2398453,-77.0091853,12/16/2016
hamlet,nodes,21.2561962,-76.9880861,12/16/2016
hamlet,nodes,21.1504743,-77.0448306,12/16/2016
hamlet,nodes,21.1610304,-77.0411452,12/16/2016
hamlet,nodes,21.254338,-77.0378897,12/16/2016
hamlet,nodes,21.2712296,-77.0133272,12/16/2016
hamlet,nodes,21.3017732,-77.0173542,12/16/2016
hamlet,nodes,21.2267536,-77.0518054,12/16/2016
hamlet,nodes,21.2449022,-77.0374491,12/16/2016
hamlet,nodes,21.3577354,-77.1696165,12/16/2016
hamlet,nodes,21.3492464,-77.174186,12/16/2016
hamlet,nodes,21.3636918,-77.168348,12/16/2016
hamlet,nodes,21.3136022,-77.1725125,12/16/2016
hamlet,nodes,21.3317568,-77.1729828,12/16/2016
hamlet,nodes,21.3293065,-77.1532512,12/16/2016
hamlet,nodes,21.2633558,-77.1672769,12/16/2016
hamlet,nodes,21.1263346,-77.0955317,12/16/2016
hamlet,nodes,21.1652226,-77.1140069,12/16/2016
hamlet,nodes,21.1750227,-77.1006901,12/16/2016
hamlet,nodes,21.1866048,-77.1332871,12/16/2016
hamlet,nodes,21.1674834,-77.1870286,12/16/2016
hamlet,nodes,21.1678646,-77.217515,12/16/2016
hamlet,nodes,21.2118043,-77.1678299,12/16/2016
hamlet,nodes,21.2198096,-77.1853142,12/16/2016
hamlet,nodes,21.177088,-77.0976014,12/16/2016
hamlet,nodes,21.1073593,-76.8202904,12/16/2016
hamlet,nodes,21.1018644,-76.8380559,12/16/2016
hamlet,nodes,21.1189695,-76.8946411,12/16/2016
hamlet,nodes,21.1266755,-76.9003641,12/16/2016
hamlet,nodes,21.1294018,-76.9058758,12/16/2016
hamlet,nodes,21.1483427,-76.9150191,12/16/2016
hamlet,nodes,21.2245499,-76.8814077,12/16/2016
hamlet,nodes,21.1974581,-76.8805291,12/16/2016
hamlet,nodes,21.2370924,-76.8622935,12/16/2016
hamlet,nodes,21.2383723,-76.8712703,12/16/2016
hamlet,nodes,21.2331542,-76.8241982,12/16/2016
hamlet,nodes,21.2150384,-76.7823073,12/16/2016
hamlet,nodes,21.18907,-76.8323178,12/16/2016
hamlet,nodes,21.1744729,-76.8325151,12/16/2016
hamlet,nodes,21.2001549,-76.8453083,12/16/2016
hamlet,nodes,21.2340227,-76.8392352,12/16/2016
hamlet,nodes,21.1083115,-76.8327021,12/16/2016
hamlet,nodes,21.238218,-76.8000234,12/16/2016
hamlet,nodes,21.1081464,-76.8470037,12/16/2016
hamlet,nodes,21.1704769,-76.8865726,12/16/2016
hamlet,nodes,21.1163984,-76.8241869,12/16/2016
hamlet,nodes,21.4847592,-77.9420543,12/16/2016
hamlet,nodes,21.3531852,-78.28532,12/16/2016
hamlet,nodes,21.3472268,-78.3124373,12/16/2016
hamlet,nodes,21.3558074,-78.2761921,12/16/2016
hamlet,nodes,21.3513892,-78.3573504,12/16/2016
hamlet,nodes,21.3422899,-78.4222903,12/16/2016
hamlet,nodes,21.3707721,-78.2497652,12/16/2016
hamlet,nodes,21.3688362,-78.132899,12/16/2016
hamlet,nodes,21.3468007,-78.0482715,12/16/2016
hamlet,nodes,21.3637216,-78.0270774,12/16/2016
hamlet,nodes,21.3784226,-78.1239839,12/16/2016
hamlet,nodes,21.7948789,-77.8256876,12/16/2016
city,nodes,22.5243036,-79.4719441,12/16/2016
hamlet,nodes,22.3824225,-79.585642,12/16/2016
hamlet,nodes,22.705564,-79.6686404,12/16/2016
hamlet,nodes,22.6167185,-79.6749756,12/16/2016
hamlet,nodes,22.6008175,-79.7709856,12/16/2016
hamlet,nodes,22.7170287,-79.7293121,12/16/2016
hamlet,nodes,22.6166197,-79.7498227,12/16/2016
hamlet,nodes,23.0462876,-82.1836629,12/16/2016
hamlet,nodes,23.0661644,-82.2273897,12/16/2016
hamlet,nodes,22.894991,-80.6388091,12/16/2016
hamlet,nodes,22.4860994,-80.850788,12/16/2016
hamlet,nodes,22.4807778,-80.9519384,12/16/2016
hamlet,nodes,22.336549,-80.9957663,12/16/2016
hamlet,nodes,22.967778,-80.9438378,12/16/2016
hamlet,nodes,22.4260904,-80.8940375,12/16/2016
hamlet,nodes,22.9289545,-83.0818554,12/16/2016
hamlet,nodes,22.9746908,-82.9517788,12/16/2016
hamlet,nodes,22.9267741,-82.9366586,12/16/2016
hamlet,nodes,22.9456031,-82.8967614,12/16/2016
hamlet,nodes,22.7652227,-83.016185,12/16/2016
hamlet,nodes,22.7598746,-82.9101457,12/16/2016
hamlet,nodes,22.7480807,-82.8160619,12/16/2016
hamlet,nodes,22.8084125,-82.8642657,12/16/2016
hamlet,nodes,22.7521246,-83.1873331,12/16/2016
hamlet,nodes,22.6306126,-83.4046134,12/16/2016
hamlet,nodes,22.7019917,-83.2758396,12/16/2016
hamlet,nodes,22.6719239,-83.1446858,12/16/2016
hamlet,nodes,22.7274366,-83.2378537,12/16/2016
hamlet,nodes,22.9281209,-82.4601075,12/16/2016
hamlet,nodes,22.4325107,-83.7051098,12/16/2016
hamlet,nodes,22.4265651,-83.918713,12/16/2016
hamlet,nodes,22.3416739,-83.6795084,12/16/2016
hamlet,nodes,22.4608276,-83.6443703,12/16/2016
hamlet,nodes,22.2579036,-83.8021864,12/16/2016
hamlet,nodes,22.7586812,-81.2719524,12/16/2016
hamlet,nodes,22.7927277,-81.0591014,12/16/2016
hamlet,nodes,22.7545196,-81.0456635,12/16/2016
hamlet,nodes,22.9391048,-81.3757451,12/16/2016
hamlet,nodes,22.8572491,-81.2582056,12/16/2016
hamlet,nodes,22.9637922,-81.7787779,12/16/2016
hamlet,nodes,22.9475237,-81.9529533,12/16/2016
hamlet,nodes,22.8162752,-82.0160738,12/16/2016
hamlet,nodes,22.779721,-82.1273772,12/16/2016
hamlet,nodes,22.7723631,-82.1402542,12/16/2016
hamlet,nodes,22.8158133,-82.0434538,12/16/2016
hamlet,nodes,23.0708865,-81.6162771,12/16/2016
hamlet,nodes,22.4116319,-81.6420208,12/16/2016
hamlet,nodes,22.7231884,-81.5870261,12/16/2016
hamlet,nodes,22.8015147,-82.2316607,12/16/2016
hamlet,nodes,22.7691881,-82.1567016,12/16/2016
hamlet,nodes,22.912147,-82.2923414,12/16/2016
hamlet,nodes,22.9330415,-82.1617012,12/16/2016
hamlet,nodes,21.915484,-84.0472432,12/16/2016
hamlet,nodes,22.1888281,-84.0909646,12/16/2016
hamlet,nodes,22.2164208,-84.0640372,12/16/2016
hamlet,nodes,22.4191403,-83.5814367,12/16/2016
hamlet,nodes,22.3492388,-83.6641039,12/16/2016
hamlet,nodes,22.4910652,-83.5802933,12/16/2016
hamlet,nodes,22.4837398,-83.6080709,12/16/2016
hamlet,nodes,22.3722883,-83.4942146,12/16/2016
hamlet,nodes,21.6338036,-82.7575878,12/16/2016
hamlet,nodes,21.705633,-82.7608195,12/16/2016
hamlet,nodes,21.8356295,-82.8493766,12/16/2016
hamlet,nodes,21.6816117,-82.7658651,12/16/2016
hamlet,nodes,21.8247763,-82.9445217,12/16/2016
hamlet,nodes,21.7044666,-82.8252534,12/16/2016
hamlet,nodes,21.7641268,-82.7867853,12/16/2016
hamlet,nodes,22.7171319,-81.5647317,12/16/2016
hamlet,nodes,22.6931406,-81.5799129,12/16/2016
hamlet,nodes,22.7331237,-81.575203,12/16/2016
hamlet,nodes,23.0404221,-82.5696205,12/16/2016
hamlet,nodes,23.0094424,-82.6410918,12/16/2016
hamlet,nodes,23.0071934,-82.6268261,12/16/2016
hamlet,nodes,23.0085396,-82.617681,12/16/2016
hamlet,nodes,22.8993189,-82.6252985,12/16/2016
hamlet,nodes,22.9606923,-83.2037008,12/16/2016
hamlet,nodes,22.7875062,-83.2491962,12/16/2016
hamlet,nodes,22.8306363,-83.2000927,12/16/2016
hamlet,nodes,22.8592955,-83.2462728,12/16/2016
hamlet,nodes,22.862176,-83.2806829,12/16/2016
hamlet,nodes,22.8264097,-83.2566062,12/16/2016
hamlet,nodes,22.8027345,-83.2665172,12/16/2016
hamlet,nodes,22.757503,-83.3149044,12/16/2016
hamlet,nodes,22.8753245,-83.2624576,12/16/2016
hamlet,nodes,22.8874832,-83.2648874,12/16/2016
hamlet,nodes,22.9156533,-83.2798794,12/16/2016
hamlet,nodes,22.9218589,-83.2559984,12/16/2016
hamlet,nodes,22.9427244,-83.2758951,12/16/2016
hamlet,nodes,22.7456427,-83.2831276,12/16/2016
hamlet,nodes,22.6826777,-83.1983364,12/16/2016
hamlet,nodes,22.9863178,-82.8778689,12/16/2016
hamlet,nodes,22.9789235,-83.0332235,12/16/2016
hamlet,nodes,22.971311,-83.0251237,12/16/2016
hamlet,nodes,22.9795722,-83.0175233,12/16/2016
hamlet,nodes,22.9709845,-83.1538097,12/16/2016
hamlet,nodes,22.7708039,-83.1209299,12/16/2016
hamlet,nodes,22.7250805,-83.0730045,12/16/2016
hamlet,nodes,22.7212002,-83.0649334,12/16/2016
hamlet,nodes,22.7295103,-83.0359008,12/16/2016
hamlet,nodes,22.7347174,-83.0381656,12/16/2016
hamlet,nodes,22.7398409,-83.0127621,12/16/2016
hamlet,nodes,22.7296653,-83.0009661,12/16/2016
hamlet,nodes,22.7200922,-83.0197711,12/16/2016
hamlet,nodes,22.8312706,-83.0976212,12/16/2016
hamlet,nodes,22.8572644,-82.8554883,12/16/2016
hamlet,nodes,22.9359546,-83.0933533,12/16/2016
hamlet,nodes,22.717341,-82.8645074,12/16/2016
hamlet,nodes,22.9680904,-82.9584086,12/16/2016
hamlet,nodes,22.9848467,-82.9757969,12/16/2016
hamlet,nodes,22.9350922,-82.8912298,12/16/2016
hamlet,nodes,22.8007018,-83.1372729,12/16/2016
hamlet,nodes,22.6767428,-83.1356204,12/16/2016
hamlet,nodes,22.7015798,-83.1649717,12/16/2016
hamlet,nodes,22.6977519,-83.1442717,12/16/2016
hamlet,nodes,22.6756294,-83.1379599,12/16/2016
hamlet,nodes,22.6719052,-82.9275766,12/16/2016
hamlet,nodes,22.7875784,-82.8299687,12/16/2016
hamlet,nodes,22.7542677,-83.3888492,12/16/2016
hamlet,nodes,22.7619439,-83.4594501,12/16/2016
hamlet,nodes,22.7833928,-83.6368345,12/16/2016
hamlet,nodes,22.7898956,-83.5303865,12/16/2016
hamlet,nodes,22.8042374,-83.5664537,12/16/2016
hamlet,nodes,22.8023666,-83.5788421,12/16/2016
hamlet,nodes,22.7579772,-83.545457,12/16/2016
hamlet,nodes,22.6758517,-83.4280346,12/16/2016
hamlet,nodes,22.659801,-83.3694369,12/16/2016
hamlet,nodes,23.0135264,-82.7342801,12/16/2016
hamlet,nodes,23.0233533,-82.7096265,12/16/2016
hamlet,nodes,23.0185855,-82.7262605,12/16/2016
hamlet,nodes,23.0250107,-82.6748443,12/16/2016
hamlet,nodes,23.0195864,-82.8313607,12/16/2016
hamlet,nodes,22.9951122,-83.0154529,12/16/2016
hamlet,nodes,22.9663672,-82.7956334,12/16/2016
hamlet,nodes,23.0321438,-82.6415953,12/16/2016
hamlet,nodes,23.0355789,-82.5904931,12/16/2016
hamlet,nodes,23.040847,-82.5982255,12/16/2016
hamlet,nodes,23.0356743,-82.5974143,12/16/2016
hamlet,nodes,23.0378999,-82.5511991,12/16/2016
hamlet,nodes,22.7250927,-81.7949468,12/16/2016
hamlet,nodes,22.7742914,-81.8168712,12/16/2016
hamlet,nodes,20.0491869,-75.7596646,12/16/2016
hamlet,nodes,20.0762782,-77.5328329,12/16/2016
hamlet,nodes,20.0716374,-77.533232,12/16/2016
hamlet,nodes,19.9348969,-77.6749184,12/16/2016
hamlet,nodes,19.9696615,-77.6057523,12/16/2016
hamlet,nodes,19.9745905,-77.6045636,12/16/2016
hamlet,nodes,19.9758184,-77.5855108,12/16/2016
hamlet,nodes,19.9664278,-77.5838938,12/16/2016
hamlet,nodes,19.966689,-77.5978365,12/16/2016
hamlet,nodes,19.9224992,-77.5966208,12/16/2016
hamlet,nodes,19.9368883,-77.6272211,12/16/2016
hamlet,nodes,19.9460774,-77.6639717,12/16/2016
hamlet,nodes,19.967742,-77.6377146,12/16/2016
hamlet,nodes,19.9627503,-76.6677684,12/16/2016
hamlet,nodes,19.9511938,-76.7286551,12/16/2016
hamlet,nodes,19.9483529,-77.0939117,12/16/2016
hamlet,nodes,19.9728193,-77.1836633,12/16/2016
hamlet,nodes,19.9886504,-77.1991753,12/16/2016
hamlet,nodes,19.9637061,-77.1543762,12/16/2016
hamlet,nodes,19.9526518,-77.1544791,12/16/2016
hamlet,nodes,19.9247813,-77.1939739,12/16/2016
hamlet,nodes,19.9355287,-77.068225,12/16/2016
hamlet,nodes,20.0006647,-76.9459185,12/16/2016
hamlet,nodes,19.8906492,-77.0099162,12/16/2016
hamlet,nodes,19.9764482,-77.1261637,12/16/2016
hamlet,nodes,19.908841,-77.1424755,12/16/2016
hamlet,nodes,19.9829871,-76.3114892,12/16/2016
hamlet,nodes,19.9795248,-76.3163138,12/16/2016
hamlet,nodes,19.9941679,-76.4386062,12/16/2016
hamlet,nodes,19.9587077,-76.4889825,12/16/2016
hamlet,nodes,19.9555365,-76.5098185,12/16/2016
hamlet,nodes,19.9545898,-76.5017534,12/16/2016
