place,osm_type,Latitude,Longitude,
hamlet,nodes,20.1750832,-77.0670618,12/16/2016
hamlet,nodes,20.175069,-77.0315127,12/16/2016
hamlet,nodes,20.0177725,-77.1130744,12/16/2016
hamlet,nodes,20.0264547,-77.1195609,12/16/2016
hamlet,nodes,20.1089205,-77.0526623,12/16/2016
hamlet,nodes,20.3185789,-76.0110708,12/16/2016
hamlet,nodes,20.3427458,-76.0002852,12/16/2016
hamlet,nodes,20.3535693,-76.0097197,12/16/2016
hamlet,nodes,20.3603247,-75.9909317,12/16/2016
hamlet,nodes,20.2958185,-76.0247225,12/16/2016
hamlet,nodes,20.3042376,-76.0192217,12/16/2016
hamlet,nodes,20.3166821,-76.0349663,12/16/2016
hamlet,nodes,20.349223,-76.4516317,12/16/2016
hamlet,nodes,20.4863392,-76.446493,12/16/2016
hamlet,nodes,20.5021385,-76.4721649,12/16/2016
hamlet,nodes,20.5607418,-76.4073436,12/16/2016
hamlet,nodes,20.554025,-76.4250827,12/16/2016
hamlet,nodes,20.6001196,-76.4509419,12/16/2016
hamlet,nodes,20.5996992,-76.3971143,12/16/2016
hamlet,nodes,20.5640625,-76.4006751,12/16/2016
hamlet,nodes,20.5837244,-76.328493,12/16/2016
hamlet,nodes,20.5185886,-76.2725317,12/16/2016
hamlet,nodes,20.5667299,-76.5594693,12/16/2016
hamlet,nodes,20.5391062,-76.312927,12/16/2016
hamlet,nodes,20.5847311,-76.5736154,12/16/2016
hamlet,nodes,20.5532597,-76.4492759,12/16/2016
hamlet,nodes,20.5646719,-76.2691942,12/16/2016
hamlet,nodes,20.0548262,-75.5138795,12/16/2016
hamlet,nodes,20.0309374,-75.6182312,12/16/2016
hamlet,nodes,20.0404155,-75.4703029,12/16/2016
hamlet,nodes,20.0473949,-75.3847377,12/16/2016
hamlet,nodes,20.0278665,-75.394559,12/16/2016
hamlet,nodes,20.0695665,-74.8043633,12/16/2016
hamlet,nodes,20.0557541,-74.8469243,12/16/2016
hamlet,nodes,20.0546513,-74.607575,12/16/2016
hamlet,nodes,20.0733455,-74.6495354,12/16/2016
hamlet,nodes,20.0979945,-74.6800187,12/16/2016
hamlet,nodes,20.0528545,-74.7285643,12/16/2016
hamlet,nodes,20.0458411,-75.7482288,12/16/2016
hamlet,nodes,20.0605309,-75.7367904,12/16/2016
hamlet,nodes,20.1441421,-75.862893,12/16/2016
hamlet,nodes,20.0126322,-77.1983148,12/16/2016
hamlet,nodes,20.0093399,-77.1773113,12/16/2016
hamlet,nodes,20.0149504,-77.1499029,12/16/2016
hamlet,nodes,20.0174661,-77.1733459,12/16/2016
hamlet,nodes,19.9187085,-74.9954699,12/16/2016
hamlet,nodes,20.0006791,-75.2060151,12/16/2016
hamlet,nodes,20.4712247,-76.6713953,12/16/2016
hamlet,nodes,20.4939025,-76.6789977,12/16/2016
hamlet,nodes,20.4460643,-76.6813516,12/16/2016
hamlet,nodes,20.4627211,-76.6807079,12/16/2016
hamlet,nodes,20.4355083,-76.6970372,12/16/2016
hamlet,nodes,20.3849064,-76.7250665,12/16/2016
hamlet,nodes,20.3829476,-76.746532,12/16/2016
hamlet,nodes,20.390166,-76.6928915,12/16/2016
hamlet,nodes,20.3773774,-76.6875315,12/16/2016
hamlet,nodes,20.4520246,-76.7721305,12/16/2016
hamlet,nodes,20.4879976,-76.7623226,12/16/2016
hamlet,nodes,20.5076973,-76.8031532,12/16/2016
hamlet,nodes,20.4642273,-76.6967825,12/16/2016
hamlet,nodes,20.2325069,-76.625741,12/16/2016
hamlet,nodes,20.2008213,-76.6207083,12/16/2016
hamlet,nodes,20.3068067,-76.3997088,12/16/2016
hamlet,nodes,20.3110398,-76.4040045,12/16/2016
hamlet,nodes,20.3156012,-76.4565193,12/16/2016
hamlet,nodes,20.3179822,-76.4343025,12/16/2016
hamlet,nodes,20.1842331,-76.6010341,12/16/2016
hamlet,nodes,20.0736845,-76.6097992,12/16/2016
hamlet,nodes,20.0970885,-76.6150312,12/16/2016
hamlet,nodes,20.1118973,-76.596932,12/16/2016
hamlet,nodes,20.027059,-76.4283455,12/16/2016
hamlet,nodes,20.6630739,-76.6343808,12/16/2016
hamlet,nodes,20.8001101,-76.6851175,12/16/2016
hamlet,nodes,20.6564517,-76.6321286,12/16/2016
hamlet,nodes,20.302473,-76.8583327,12/16/2016
hamlet,nodes,20.311359,-76.8871662,12/16/2016
hamlet,nodes,20.3067006,-76.8813888,12/16/2016
hamlet,nodes,20.3142335,-76.9187852,12/16/2016
hamlet,nodes,20.3384302,-76.9220639,12/16/2016
hamlet,nodes,20.3687132,-76.9403165,12/16/2016
hamlet,nodes,20.4111184,-76.8751503,12/16/2016
hamlet,nodes,20.3787191,-76.9179198,12/16/2016
hamlet,nodes,20.4108317,-76.7867992,12/16/2016
hamlet,nodes,20.2925068,-76.839559,12/16/2016
hamlet,nodes,20.3502431,-76.8633485,12/16/2016
hamlet,nodes,20.3916283,-76.9145519,12/16/2016
hamlet,nodes,20.3964129,-76.9026103,12/16/2016
hamlet,nodes,20.3070542,-76.8224419,12/16/2016
hamlet,nodes,20.3073619,-76.8727541,12/16/2016
hamlet,nodes,20.7204254,-77.0640221,12/16/2016
hamlet,nodes,20.6043315,-77.057161,12/16/2016
hamlet,nodes,20.0836624,-76.1008804,12/16/2016
hamlet,nodes,20.0871779,-76.0803664,12/16/2016
hamlet,nodes,20.0648637,-76.0922437,12/16/2016
hamlet,nodes,20.1111204,-76.0881782,12/16/2016
hamlet,nodes,20.1076899,-76.0757008,12/16/2016
hamlet,nodes,20.0985398,-76.1040071,12/16/2016
hamlet,nodes,20.109425,-76.1434122,12/16/2016
hamlet,nodes,20.1050304,-76.1625162,12/16/2016
hamlet,nodes,20.0944147,-76.1716732,12/16/2016
hamlet,nodes,20.1059303,-76.15233,12/16/2016
hamlet,nodes,20.0926992,-76.1476014,12/16/2016
hamlet,nodes,20.0734295,-76.1277562,12/16/2016
hamlet,nodes,20.1346277,-76.2951862,12/16/2016
hamlet,nodes,20.627036,-76.8024716,12/16/2016
hamlet,nodes,20.6567191,-76.6519595,12/16/2016
hamlet,nodes,20.624244,-76.681044,12/16/2016
hamlet,nodes,20.6163073,-76.7126307,12/16/2016
hamlet,nodes,20.5962898,-76.7378534,12/16/2016
hamlet,nodes,20.602584,-76.8413488,12/16/2016
hamlet,nodes,20.5838918,-76.7642677,12/16/2016
hamlet,nodes,20.546623,-76.7599759,12/16/2016
hamlet,nodes,20.5184845,-76.7966526,12/16/2016
hamlet,nodes,20.5212104,-76.7837936,12/16/2016
hamlet,nodes,20.1546667,-77.0222497,12/16/2016
hamlet,nodes,20.1337199,-77.0045024,12/16/2016
hamlet,nodes,20.1246094,-77.0148039,12/16/2016
hamlet,nodes,20.0910084,-76.9433494,12/16/2016
hamlet,nodes,22.6798466,-81.0151899,12/16/2016
hamlet,nodes,22.809797,-80.9774047,12/16/2016
hamlet,nodes,22.4811546,-81.0217452,12/16/2016
hamlet,nodes,22.8526074,-81.0210371,12/16/2016
hamlet,nodes,22.4062819,-81.4450686,12/16/2016
hamlet,nodes,22.2923362,-80.8924221,12/16/2016
hamlet,nodes,22.8120659,-80.3491223,12/16/2016
hamlet,nodes,22.032706,-80.3480715,12/16/2016
hamlet,nodes,22.0975371,-80.3457288,12/16/2016
hamlet,nodes,22.0718442,-80.323994,12/16/2016
hamlet,nodes,22.0700541,-80.3025438,12/16/2016
hamlet,nodes,21.9666538,-80.322966,12/16/2016
hamlet,nodes,21.978538,-80.3193553,12/16/2016
hamlet,nodes,21.9320232,-80.299099,12/16/2016
hamlet,nodes,22.0490679,-80.2893058,12/16/2016
hamlet,nodes,22.0801471,-80.3146074,12/16/2016
hamlet,nodes,21.9257633,-80.2869454,12/16/2016
hamlet,nodes,22.2715014,-80.5895196,12/16/2016
hamlet,nodes,22.2725869,-80.6112996,12/16/2016
hamlet,nodes,22.1924913,-80.473094,12/16/2016
hamlet,nodes,22.2282571,-80.4717953,12/16/2016
hamlet,nodes,22.1567715,-80.5922346,12/16/2016
hamlet,nodes,22.2225165,-80.449136,12/16/2016
hamlet,nodes,22.6937246,-80.3692174,12/16/2016
city,nodes,22.1459864,-80.4530775,12/16/2016
hamlet,nodes,22.0682172,-80.4007779,12/16/2016
hamlet,nodes,22.0649674,-80.4584545,12/16/2016
hamlet,nodes,22.1210351,-80.3784304,12/16/2016
hamlet,nodes,22.8108947,-80.2849577,12/16/2016
hamlet,nodes,22.8641644,-80.3109867,12/16/2016
hamlet,nodes,22.8195537,-80.3054074,12/16/2016
hamlet,nodes,22.7660778,-80.3405648,12/16/2016
hamlet,nodes,22.3713063,-80.3423806,12/16/2016
hamlet,nodes,22.6658075,-80.331355,12/16/2016
hamlet,nodes,22.8029193,-80.3371411,12/16/2016
hamlet,nodes,22.5176314,-80.4461646,12/16/2016
hamlet,nodes,22.526704,-80.4708419,12/16/2016
hamlet,nodes,22.3634881,-80.3808327,12/16/2016
hamlet,nodes,22.3739296,-80.4917556,12/16/2016
hamlet,nodes,22.3912071,-80.4465755,12/16/2016
hamlet,nodes,22.4141401,-80.460548,12/16/2016
hamlet,nodes,22.4107813,-80.437444,12/16/2016
hamlet,nodes,22.4291432,-80.3827982,12/16/2016
hamlet,nodes,22.403904,-80.3861542,12/16/2016
hamlet,nodes,22.4682449,-80.4460914,12/16/2016
hamlet,nodes,22.4615183,-80.4952021,12/16/2016
hamlet,nodes,22.4906339,-80.4382008,12/16/2016
hamlet,nodes,22.4592579,-80.5200664,12/16/2016
hamlet,nodes,22.3956313,-80.5516358,12/16/2016
hamlet,nodes,22.3392668,-80.5242801,12/16/2016
hamlet,nodes,22.379623,-80.3761268,12/16/2016
hamlet,nodes,22.3965391,-80.4686333,12/16/2016
hamlet,nodes,22.376977,-80.6054605,12/16/2016
hamlet,nodes,22.4545612,-80.324442,12/16/2016
hamlet,nodes,22.4444399,-80.2922755,12/16/2016
hamlet,nodes,23.0569003,-80.7777125,12/16/2016
hamlet,nodes,23.0325363,-80.7734105,12/16/2016
hamlet,nodes,23.0449962,-80.7756629,12/16/2016
hamlet,nodes,22.9182457,-80.4116911,12/16/2016
hamlet,nodes,22.9294495,-80.4358508,12/16/2016
hamlet,nodes,22.9449893,-80.4700818,12/16/2016
hamlet,nodes,22.7038696,-80.4664648,12/16/2016
hamlet,nodes,22.6894188,-80.3971768,12/16/2016
hamlet,nodes,22.6557003,-80.4872561,12/16/2016
hamlet,nodes,22.742274,-80.3972175,12/16/2016
hamlet,nodes,22.724079,-80.4367125,12/16/2016
hamlet,nodes,22.6225304,-80.6832474,12/16/2016
hamlet,nodes,22.6526034,-80.7456889,12/16/2016
hamlet,nodes,22.3923035,-80.7419085,12/16/2016
hamlet,nodes,22.4100732,-80.7305845,12/16/2016
hamlet,nodes,22.425673,-80.7193438,12/16/2016
hamlet,nodes,22.422707,-80.8221684,12/16/2016
hamlet,nodes,22.3939777,-80.8060291,12/16/2016
hamlet,nodes,22.2699434,-80.6726176,12/16/2016
hamlet,nodes,22.6994654,-80.3630698,12/16/2016
hamlet,nodes,22.3711674,-80.3566285,12/16/2016
hamlet,nodes,22.3164668,-80.3658975,12/16/2016
hamlet,nodes,22.6689867,-80.3774464,12/16/2016
hamlet,nodes,22.8140444,-80.3783119,12/16/2016
hamlet,nodes,22.8246361,-80.37248,12/16/2016
hamlet,nodes,20.0661904,-74.7837529,12/16/2016
hamlet,nodes,20.054064,-74.6912768,12/16/2016
hamlet,nodes,20.0612805,-74.6910502,12/16/2016
hamlet,nodes,23.1410606,-81.8077509,12/16/2016
hamlet,nodes,23.0276683,-81.8034713,12/16/2016
hamlet,nodes,23.0040053,-81.8261406,12/16/2016
hamlet,nodes,23.0020514,-81.8601179,12/16/2016
hamlet,nodes,23.0050536,-81.8741513,12/16/2016
hamlet,nodes,23.0199155,-81.8695057,12/16/2016
hamlet,nodes,23.0246539,-81.8494662,12/16/2016
hamlet,nodes,23.0039871,-81.8881631,12/16/2016
hamlet,nodes,23.1420438,-81.7250991,12/16/2016
hamlet,nodes,23.136732,-81.6900428,12/16/2016
hamlet,nodes,23.1435014,-81.675163,12/16/2016
hamlet,nodes,23.0022225,-81.6870203,12/16/2016
hamlet,nodes,23.0895357,-81.707941,12/16/2016
hamlet,nodes,23.160911,-81.9853642,12/16/2016
hamlet,nodes,23.0204784,-81.96805,12/16/2016
hamlet,nodes,23.0046783,-81.9917285,12/16/2016
hamlet,nodes,23.0399755,-81.9806921,12/16/2016
hamlet,nodes,23.0351234,-81.9663244,12/16/2016
hamlet,nodes,23.0622104,-81.9757079,12/16/2016
hamlet,nodes,23.1254779,-81.9958772,12/16/2016
hamlet,nodes,23.1256009,-81.9690308,12/16/2016
hamlet,nodes,23.124246,-82.0011865,12/16/2016
hamlet,nodes,22.7089607,-82.0376317,12/16/2016
hamlet,nodes,23.0875722,-81.9563573,12/16/2016
hamlet,nodes,23.121848,-81.9194207,12/16/2016
hamlet,nodes,23.1077229,-81.9499067,12/16/2016
hamlet,nodes,23.0980692,-81.9539362,12/16/2016
hamlet,nodes,23.0010712,-81.9342541,12/16/2016
hamlet,nodes,23.0072015,-81.9360512,12/16/2016
hamlet,nodes,23.0668408,-81.9403589,12/16/2016
hamlet,nodes,23.1132789,-81.7692351,12/16/2016
hamlet,nodes,23.1047581,-81.7890818,12/16/2016
hamlet,nodes,23.0919287,-81.7647758,12/16/2016
hamlet,nodes,23.0580552,-81.7674315,12/16/2016
hamlet,nodes,23.0519871,-81.7905624,12/16/2016
hamlet,nodes,23.1402664,-81.7813561,12/16/2016
hamlet,nodes,22.8059828,-80.1244588,12/16/2016
hamlet,nodes,19.9537967,-77.6165325,12/16/2016
hamlet,nodes,19.9723774,-77.6267388,12/16/2016
hamlet,nodes,21.051866,-78.1997523,12/16/2016
hamlet,nodes,21.0705138,-78.163367,12/16/2016
hamlet,nodes,20.9707929,-78.1699748,12/16/2016
hamlet,nodes,21.0504307,-78.0331195,12/16/2016
hamlet,nodes,21.0596636,-78.0351321,12/16/2016
hamlet,nodes,21.1027612,-77.8950067,12/16/2016
hamlet,nodes,21.0974742,-77.8970978,12/16/2016
hamlet,nodes,21.0161165,-78.0059799,12/16/2016
hamlet,nodes,21.0247319,-77.9402252,12/16/2016
hamlet,nodes,20.8054541,-77.6601224,12/16/2016
hamlet,nodes,22.6620586,-80.088829,12/16/2016
hamlet,nodes,22.605486,-80.1065964,12/16/2016
hamlet,nodes,22.6169441,-80.0957874,12/16/2016
hamlet,nodes,22.5774356,-80.1002079,12/16/2016
hamlet,nodes,22.5644934,-80.0908494,12/16/2016
hamlet,nodes,21.6032233,-77.6525591,12/16/2016
hamlet,nodes,21.4784511,-78.1295854,12/16/2016
hamlet,nodes,21.7961048,-77.9533281,12/16/2016
hamlet,nodes,21.7874352,-78.0567008,12/16/2016
hamlet,nodes,21.7809222,-78.1069013,12/16/2016
hamlet,nodes,21.2786375,-77.6904855,12/16/2016
hamlet,nodes,21.4596645,-78.4972044,12/16/2016
hamlet,nodes,21.3974247,-77.5709523,12/16/2016
hamlet,nodes,21.4566739,-77.6972874,12/16/2016
hamlet,nodes,22.4216825,-79.6032588,12/16/2016
hamlet,nodes,21.3945616,-78.0450466,12/16/2016
hamlet,nodes,21.3995167,-78.0668515,12/16/2016
hamlet,nodes,21.3961947,-78.0677435,12/16/2016
hamlet,nodes,21.3200367,-78.0040979,12/16/2016
hamlet,nodes,21.2312223,-78.3318036,12/16/2016
hamlet,nodes,21.3095721,-78.2313873,12/16/2016
hamlet,nodes,22.4433909,-80.0139421,12/16/2016
hamlet,nodes,22.4456958,-79.9763346,12/16/2016
hamlet,nodes,21.3509417,-78.2315708,12/16/2016
hamlet,nodes,21.2390841,-78.3675867,12/16/2016
hamlet,nodes,21.2169706,-77.9110038,12/16/2016
hamlet,nodes,21.2556623,-77.9038789,12/16/2016
hamlet,nodes,21.2389684,-77.6832189,12/16/2016
hamlet,nodes,22.1104321,-79.2375612,12/16/2016
hamlet,nodes,22.1440124,-80.2463584,12/16/2016
hamlet,nodes,22.1354029,-80.1552568,12/16/2016
hamlet,nodes,22.1557072,-80.0917835,12/16/2016
hamlet,nodes,22.1160232,-80.2456325,12/16/2016
hamlet,nodes,22.1273508,-80.175504,12/16/2016
hamlet,nodes,22.0203054,-78.580393,12/16/2016
hamlet,nodes,22.0193393,-79.2059495,12/16/2016
hamlet,nodes,22.822293,-80.1705889,12/16/2016
hamlet,nodes,22.767554,-80.1767102,12/16/2016
hamlet,nodes,22.0221875,-79.462814,12/16/2016
hamlet,nodes,22.0120721,-79.4125494,12/16/2016
hamlet,nodes,22.0282753,-79.3584859,12/16/2016
hamlet,nodes,22.1368588,-79.4412637,12/16/2016
hamlet,nodes,22.0860367,-79.3422755,12/16/2016
hamlet,nodes,22.1245069,-79.3684672,12/16/2016
hamlet,nodes,22.1022107,-79.465464,12/16/2016
hamlet,nodes,22.0347786,-79.4081023,12/16/2016
hamlet,nodes,22.0546179,-79.4280848,12/16/2016
hamlet,nodes,22.0581181,-79.4547781,12/16/2016
hamlet,nodes,22.0372189,-79.4455111,12/16/2016
hamlet,nodes,22.0612801,-79.3472322,12/16/2016
hamlet,nodes,22.0559015,-79.3511367,12/16/2016
hamlet,nodes,22.1114115,-79.2622898,12/16/2016
hamlet,nodes,22.0992419,-79.2606106,12/16/2016
hamlet,nodes,22.0792366,-79.2782243,12/16/2016
hamlet,nodes,22.0676398,-79.3007507,12/16/2016
hamlet,nodes,22.0442326,-79.2829328,12/16/2016
hamlet,nodes,22.2657093,-79.8228206,12/16/2016
hamlet,nodes,22.2558473,-79.8122881,12/16/2016
hamlet,nodes,22.3528903,-79.8008769,12/16/2016
hamlet,nodes,22.3695724,-79.8349816,12/16/2016
hamlet,nodes,22.3098179,-79.2146776,12/16/2016
hamlet,nodes,22.2589508,-79.226799,12/16/2016
hamlet,nodes,22.2576058,-79.2206528,12/16/2016
hamlet,nodes,22.1348871,-79.2350883,12/16/2016
hamlet,nodes,22.1242629,-79.2192579,12/16/2016
hamlet,nodes,22.7177327,-79.7160521,12/16/2016
hamlet,nodes,22.6734934,-79.6913368,12/16/2016
hamlet,nodes,22.6816893,-79.7050023,12/16/2016
hamlet,nodes,22.6263309,-79.7417307,12/16/2016
hamlet,nodes,22.6253193,-79.7544694,12/16/2016
hamlet,nodes,22.0348483,-79.3109044,12/16/2016
hamlet,nodes,22.0017846,-79.2783878,12/16/2016
hamlet,nodes,22.0130943,-79.269389,12/16/2016
hamlet,nodes,22.0122578,-79.2556645,12/16/2016
hamlet,nodes,22.4285469,-79.526865,12/16/2016
hamlet,nodes,22.3488461,-79.5406328,12/16/2016
hamlet,nodes,22.3432991,-79.5215784,12/16/2016
hamlet,nodes,22.3168909,-79.5323219,12/16/2016
hamlet,nodes,22.2970089,-79.5584534,12/16/2016
hamlet,nodes,22.3045527,-79.5078974,12/16/2016
hamlet,nodes,22.4573211,-79.4734076,12/16/2016
hamlet,nodes,22.6046268,-79.8694119,12/16/2016
hamlet,nodes,22.6074226,-79.8424303,12/16/2016
hamlet,nodes,22.6416877,-79.9785999,12/16/2016
hamlet,nodes,22.6652227,-79.9570234,12/16/2016
hamlet,nodes,22.6855111,-79.9347972,12/16/2016
hamlet,nodes,22.6346789,-79.911418,12/16/2016
hamlet,nodes,21.8673683,-79.2709631,12/16/2016
hamlet,nodes,21.9045134,-79.2422103,12/16/2016
hamlet,nodes,22.6470966,-80.0105312,12/16/2016
hamlet,nodes,22.3785207,-80.014692,12/16/2016
hamlet,nodes,22.4641949,-79.9879357,12/16/2016
hamlet,nodes,22.4460026,-79.6292063,12/16/2016
hamlet,nodes,22.4428072,-79.5512839,12/16/2016
hamlet,nodes,22.3731346,-79.6203876,12/16/2016
hamlet,nodes,22.3670863,-79.6311395,12/16/2016
hamlet,nodes,22.6463585,-79.6450884,12/16/2016
hamlet,nodes,22.2632122,-79.6264092,12/16/2016
hamlet,nodes,22.337405,-79.7604581,12/16/2016
hamlet,nodes,22.3554295,-79.7452053,12/16/2016
hamlet,nodes,22.3084178,-79.0032128,12/16/2016
hamlet,nodes,22.2696827,-79.0437869,12/16/2016
hamlet,nodes,22.2240451,-79.0562184,12/16/2016
hamlet,nodes,22.2214617,-79.0732712,12/16/2016
hamlet,nodes,22.2123116,-79.0429235,12/16/2016
hamlet,nodes,22.2137665,-79.0324029,12/16/2016
hamlet,nodes,22.2076053,-79.0011622,12/16/2016
hamlet,nodes,22.1721979,-79.0234556,12/16/2016
hamlet,nodes,22.1605879,-79.0252904,12/16/2016
hamlet,nodes,22.136313,-79.0221369,12/16/2016
hamlet,nodes,22.1438511,-79.0505912,12/16/2016
hamlet,nodes,22.1557084,-79.0354576,12/16/2016
hamlet,nodes,22.1018996,-79.0550001,12/16/2016
hamlet,nodes,22.0566377,-79.0432919,12/16/2016
hamlet,nodes,22.0579121,-79.036498,12/16/2016
hamlet,nodes,22.0137218,-79.020917,12/16/2016
hamlet,nodes,22.1943512,-79.0702746,12/16/2016
hamlet,nodes,22.1525005,-79.0161648,12/16/2016
hamlet,nodes,22.2822514,-79.1496394,12/16/2016
hamlet,nodes,22.2964899,-79.1727973,12/16/2016
hamlet,nodes,22.1193734,-79.0919261,12/16/2016
hamlet,nodes,22.0180708,-79.0969763,12/16/2016
hamlet,nodes,22.2602323,-79.110084,12/16/2016
hamlet,nodes,21.6329435,-78.0557228,12/16/2016
hamlet,nodes,21.3247289,-77.9039,12/16/2016
hamlet,nodes,22.4000007,-79.6108762,12/16/2016
hamlet,nodes,22.3712754,-79.5118144,12/16/2016
hamlet,nodes,22.3812581,-79.2021562,12/16/2016
hamlet,nodes,22.3811781,-78.998194,12/16/2016
hamlet,nodes,22.1974838,-79.5009522,12/16/2016
hamlet,nodes,22.3147063,-79.5021987,12/16/2016
hamlet,nodes,22.2503106,-79.5097948,12/16/2016
hamlet,nodes,22.2417953,-79.4963193,12/16/2016
hamlet,nodes,22.1477216,-79.47973,12/16/2016
hamlet,nodes,22.5837685,-80.1514113,12/16/2016
hamlet,nodes,21.8750052,-80.1497382,12/16/2016
hamlet,nodes,22.2219377,-79.9669129,12/16/2016
hamlet,nodes,22.2589839,-79.9479174,12/16/2016
hamlet,nodes,22.2718914,-79.9831885,12/16/2016
hamlet,nodes,22.2667484,-79.9882955,12/16/2016
hamlet,nodes,22.283635,-79.9780477,12/16/2016
hamlet,nodes,22.3049395,-79.9854134,12/16/2016
hamlet,nodes,22.2750564,-79.893678,12/16/2016
hamlet,nodes,22.302836,-80.0221277,12/16/2016
hamlet,nodes,22.3077284,-80.0400084,12/16/2016
hamlet,nodes,22.2877561,-80.0446648,12/16/2016
hamlet,nodes,22.2959857,-80.013079,12/16/2016
hamlet,nodes,22.2574879,-80.0342522,12/16/2016
hamlet,nodes,22.7803568,-80.0817772,12/16/2016
hamlet,nodes,21.9508176,-80.2644946,12/16/2016
hamlet,nodes,21.9927287,-80.2307383,12/16/2016
hamlet,nodes,22.1678568,-80.2104639,12/16/2016
hamlet,nodes,22.024864,-80.3119959,12/16/2016
hamlet,nodes,21.9219215,-80.2715063,12/16/2016
hamlet,nodes,22.3069444,-80.1980549,12/16/2016
hamlet,nodes,22.306453,-80.2300376,12/16/2016
hamlet,nodes,21.7852663,-78.2773048,12/16/2016
hamlet,nodes,22.7748742,-80.2550457,12/16/2016
hamlet,nodes,22.7994829,-80.2690422,12/16/2016
hamlet,nodes,22.4055842,-79.8830387,12/16/2016
hamlet,nodes,21.7571133,-79.8467988,12/16/2016
hamlet,nodes,21.9672626,-78.4422377,12/16/2016
hamlet,nodes,21.9633542,-79.0189412,12/16/2016
hamlet,nodes,22.416171,-80.1890314,12/16/2016
hamlet,nodes,22.4338363,-80.2557892,12/16/2016
hamlet,nodes,22.3753173,-80.2905536,12/16/2016
hamlet,nodes,22.4422116,-80.218584,12/16/2016
hamlet,nodes,22.2487861,-80.0696737,12/16/2016
hamlet,nodes,22.2272582,-80.0761877,12/16/2016
hamlet,nodes,22.6008934,-80.0737797,12/16/2016
hamlet,nodes,22.6044775,-80.0637066,12/16/2016
hamlet,nodes,21.9817256,-80.1879411,12/16/2016
hamlet,nodes,22.3991357,-80.1866341,12/16/2016
hamlet,nodes,22.4353962,-80.0728923,12/16/2016
hamlet,nodes,22.5592071,-80.1952968,12/16/2016
hamlet,nodes,22.6029217,-80.2205973,12/16/2016
hamlet,nodes,22.6012171,-80.1659698,12/16/2016
hamlet,nodes,22.5303988,-80.1636738,12/16/2016
hamlet,nodes,22.5318027,-80.1345294,12/16/2016
hamlet,nodes,22.8050951,-79.9633614,12/16/2016
hamlet,nodes,22.4133566,-80.3342804,12/16/2016
hamlet,nodes,22.4162024,-80.324329,12/16/2016
hamlet,nodes,21.8362675,-79.6742598,12/16/2016
hamlet,nodes,21.868342,-79.68074,12/16/2016
hamlet,nodes,22.0220938,-79.7054672,12/16/2016
hamlet,nodes,22.0305933,-79.7123761,12/16/2016
hamlet,nodes,21.8527907,-79.4725901,12/16/2016
hamlet,nodes,21.8618272,-79.4347388,12/16/2016
hamlet,nodes,21.8987091,-79.4567972,12/16/2016
hamlet,nodes,21.904487,-79.4881233,12/16/2016
city,nodes,21.9275667,-79.443211,12/16/2016
hamlet,nodes,21.8360587,-79.0878614,12/16/2016
hamlet,nodes,21.8339491,-79.0502816,12/16/2016
hamlet,nodes,21.8772705,-79.1743846,12/16/2016
hamlet,nodes,21.9042238,-79.1193915,12/16/2016
hamlet,nodes,21.9460878,-79.0922015,12/16/2016
hamlet,nodes,21.9442745,-79.0753038,12/16/2016
hamlet,nodes,21.9417351,-79.0577808,12/16/2016
hamlet,nodes,21.9745908,-79.0887976,12/16/2016
hamlet,nodes,21.96749,-79.1272213,12/16/2016
hamlet,nodes,21.9543392,-79.1834529,12/16/2016
hamlet,nodes,21.956485,-79.1603627,12/16/2016
hamlet,nodes,21.7447552,-79.0284253,12/16/2016
hamlet,nodes,21.9588975,-79.4064224,12/16/2016
hamlet,nodes,21.9326763,-79.4173299,12/16/2016
hamlet,nodes,23.0752806,-81.3659169,12/16/2016
hamlet,nodes,22.3667794,-78.8856186,12/16/2016
hamlet,nodes,22.1103525,-78.9213824,12/16/2016
hamlet,nodes,22.1065482,-78.9276562,12/16/2016
hamlet,nodes,22.1045172,-78.9362073,12/16/2016
hamlet,nodes,22.1412793,-78.9897893,12/16/2016
hamlet,nodes,22.1828195,-78.9089693,12/16/2016
hamlet,nodes,22.1764288,-78.9276938,12/16/2016
hamlet,nodes,22.2061685,-78.9161584,12/16/2016
hamlet,nodes,22.1778867,-78.9123183,12/16/2016
hamlet,nodes,22.1025131,-78.6698832,12/16/2016
hamlet,nodes,22.1041221,-78.6604105,12/16/2016
hamlet,nodes,22.1049949,-78.6769474,12/16/2016
hamlet,nodes,22.1165134,-78.7012559,12/16/2016
hamlet,nodes,22.0689868,-78.695873,12/16/2016
hamlet,nodes,22.0653226,-78.6289285,12/16/2016
hamlet,nodes,22.0517926,-78.6237456,12/16/2016
hamlet,nodes,22.0526225,-78.5434082,12/16/2016
hamlet,nodes,22.0578604,-78.4737029,12/16/2016
hamlet,nodes,22.0780008,-78.4452255,12/16/2016
hamlet,nodes,22.0793444,-78.4854388,12/16/2016
hamlet,nodes,22.0363742,-78.5587424,12/16/2016
hamlet,nodes,22.0955582,-78.5575539,12/16/2016
hamlet,nodes,22.0742242,-78.5205937,12/16/2016
hamlet,nodes,22.0749004,-78.5332821,12/16/2016
hamlet,nodes,22.0849862,-78.5360688,12/16/2016
hamlet,nodes,22.071726,-78.5851139,12/16/2016
hamlet,nodes,22.0700936,-78.6006817,12/16/2016
city,nodes,22.1067153,-78.6269737,12/16/2016
hamlet,nodes,22.0920475,-78.4905457,12/16/2016
